Q86BS6-3	Q08641
Q9GZZ1	Q9NHD5
Q18662	Q9VCA8	Q8CGN4	A2ABF9
Q62315	O94953	P39956	Q9V333	Q9U297
Q9VY54	Q06698	Q08211	Q9BKQ8
Q9BVA6	Q8SWV6
P06780	P40793	Q8CFP6
Q9BSA4	Q20332
Q9VNH6	Q96A65	Q9XWS2
Q9VW15	P53236
Q9V6U8	Q99344	Q9UBT2	Q19360
O77291	P32599	Q9Y048	Q9D2N4	P46939
P51959	H2KZJ3
Q27473	Q9VXG4	Q5T0G8	P48036
Q9BZJ0	Q9VVU6	P19735
Q03206	P48554	P55258	P62820
P21801	P21912	P21914
P14904	Q9ULA0	Q19087
P26321	P49405	P47962	P46777	Q9NIU2
Q12255	P18489	O95183	P63044
Q11189	Q9Y2R5	Q9W199
Q9BXJ8	Q9U1M2
Q9VDA2	G5EGE2	P52955
Q14094	Q9VXM1	Q61457
Q9ULM6	P0C192	P08678	Q9VEK6	Q95ZS5
O43745	A8DWJ8
O60888	Q9VY55
Q6P9F7	Q7KIN0
O17208	Q9UKD1	Q24180
Q9UM13	Q9V831	Q8K2H6	P53068
Q9Y4G6	P26039	Q9VZI3
Q96SI9	Q9NII1
Q19246	Q07530
P78543	Q9VXJ9
Q9XZC3	Q01939	P17980
G5EE37	Q9NQS7	Q7JRJ9
Q08AH1	Q9W171	H2KZ58	P07702
Q9ES97	Q9NQC3	Q9VMV9	Q23187
Q7L8J4	Q9V785	P42171
O14777	P40460	Q9D0F1	Q17635
P51124	Q9VT23
P05981	P13582
Q9W1M9	Q13868	P38792
Q61687	Q14839	G5EEN6	P32863
Q8I7M8	Q04735	Q94888	Q00536
P02008	P02089
Q9VGU7	Q20577
P51559	Q92824	Q9UAE7	P13134
Q07157	P39447	Q9VHK1
P28481	Q9VMV5	Q23422
Q8MRG8	Q91YQ1
Q9VSY9	P06774	P23511	G5EEG1
P49366	Q9XXJ0	P38791
Q9Y6X1	Q93838
Q86UF1	Q9V3E5	P41731	Q19983
Q9UID3	Q9VKH0	Q9JJA2	O44502
Q96CS7	Q9QYE9
Q95Y72	P60896	Q9VM46	O94742
P33552	Q24152	Q95XM4	P20486
Q9BUZ4	Q8IR14
Q7KPA5	P23179
Q8IUF8	Q7K4H4
O18672	Q9VWD9
Q12389	Q65XX1	O00148
Q9W374	Q12680	Q18164
Q9DBY1	Q7KRW1	Q95Y82
P43583	Q14997	Q5SSW2	Q17971
Q96KN9	P23242
P53905	Q23543	Q9UK45	Q9VJI7
Q12275	Q14689	Q9W0S9
P07902	Q9VMA2	P08431
A0A087WYA8	Q9I7S4	Q86RS9
Q9NHC3	Q9VIN1	P47941	P16333
Q9VGP4	P53067
P32836	Q9UAQ6	Q9VH66	P61006
P04104	P13645	Q03427	O02365
Q92786	P29617	P34522
Q9Y2S0	Q9VJE4
A1Z898	Q04199
Q9Y2B0	Q7JXF7
P07269	Q9U1R1	Q06453
O43825	Q9VLS8	O62165
P15496	Q9BXS1	Q9VDC2
O94822	Q04781
P41879	Q9VZF1
O70433	Q9VVB8
Q9P0J1	Q9W3Q1
Q9Y385	Q9I7T6
Q920D3	Q9H204	Q9VBQ9
Q6JEL2	Q7KRI2	H2KYJ3
O95992	Q20611	P53045
Q23261	Q96GX9	Q9VY93
Q9W392	V9HW96	P42943	Q9N358
Q60989	Q24307
P25372	Q8IFW4	Q9CQM9	G5EES9
Q5VVJ2	Q9U9Q4	P41883
O18209	P23291	Q9JLB0	Q95YH6	O14936
O75170	Q9VRV1	Q18696
Q1MX18	O02088
P29037	P20226	Q7KA83	P32085	P13393
Q23192	Q5SQI0	Q9VSY4
Q6ICU9	O17731
O95861	Q9VAG9	Q23493
O62518	P38805	Q9H9Y2
Q9NUM3	Q9V4C6	Q9XVJ5
Q9BXS5	P35585	Q00776
P22892	P63010	P91926	Q9N4F3
Q52M93	Q9VG72	Q19820
Q99N48	Q4VX76
O16999	P53303	O75312	Q9W379
Q7Z4G4	Q12463
Q9NXF8	Q12006
Q9NPQ8	Q9W358	Q9GSX9
P15179	Q7K0E6
Q8WUM0	Q9VCW3
Q06985	Q965X6	P21461	Q8IUQ4
Q9VWD6	P43122
Q6UWQ5	P83972
P98077	P98083	Q9TYT3	Q24080
P52732	P28743	Q7JMZ1	Q8MQ68
Q04446	A1Z992	Q22137	P32775
P36159	Q9BQ52	Q8MKW7
P90754	Q6UWR7	P25353
Q9VSV2	O76689
P33450	P13508	Q7Z3S9
P53044	Q19584	Q92890	Q9VTF9
Q9TW67	P30101	Q9W022
P34371	Q9W279
Q9HBG6	Q9VSJ6
Q95T77	Q8NBI2	P34465
Q9VEK4	Q86NE1
Q9ULX3	Q9W2Y4	Q08444
P62341	Q9U3N5
P98095	P98163
Q7K2N3	Q21312
Q1RMC8	Q64487	Q9VM64	Q06561
P32754	Q961W1
Q9Y3D8	Q7JYV7	Q12055
Q8NE62	P18173
P37297	P42336	P91634	Q8BTI9
Q13505	P47802	Q8T4F2	P34599
Q9GZU2	Q9V4C9
O18054	Q9VGP6	Q6FH24	P48363
O14939	Q7KML4	P36126
Q8TE76	Q8C5W4
Q9NP81	P07284	Q95T19	Q18678
Q07540	Q9TY03	Q16595	Q9W385
O60318	H2KZ29	Q12049
O08537	P35398
Q99615	P39102
Q24207	Q8N9W6	Q10572
Q9JI19	O43427	Q9VW45
P29310-2	P63101	P62258	P29311	Q20655
Q93619	P32473	P21953	Q7K5K3
P48967	P23748	Q03019	O44552	P30305
Q92839	P29465
Q96MA1	Q9VDF1	O18214
P54352-2	Q03764
Q9Y262	Q9VTU4	Q95QW0
Q20173	Q6IBS0	Q9VFM9	P53250
Q16082	P02515	Q9N350
Q18782	Q86UK7	Q05580
Q04323	Q9TXH9	P38349
P49756	Q9V3Y5
Q7K4Q9	Q01581	P54871	P54839
P07711	Q7JWQ7	P43509
Q9VVC8	Q16204	Q09350
P08709	Q9W2C8
E9PH57	G5EEG9	P15806	P11420
Q61234	Q93646	Q13884	Q8SX22
Q96FT7	Q22970
P0DI97	A7UQ09	Q8IQH0	Q9ULB1
P63082	G5EDB8	P23968	P27449
P53920	Q9VFJ3	O43464	Q9JIY5
Q96JP5	Q9W1N1
Q6NXT1	Q9VL06
P38755	Q9BZF3	O18397
O96018	Q9W2S5
G5EE56	Q7KT06	P25911	D4Q8H0
P26308	Q86Y33	P53197
Q9UBL6	Q17559
Q5VU62	Q8IG84
A1L1C6	Q8MQQ3
Q60929	Q12224
Q8MQJ9	Q03601	O60858	O70583
P55853	O97102	G2XKQ0	Q12306	P63166
P40302	P18053	Q95008	P60900
Q61039	Q9Y4Z2	Q9VGJ5	P46581
Q01820	Q8NEA9	Q9U1W5
P53622	Q20168	Q9V3J8	Q9UMS4
Q9V3F9	O15375	Q08777
Q86VU5	Q9XXH0
Q960V3	Q9UPV9	P91503
Q9VMM8	Q23119
Q05062	P61209	Q9DD03
O00160	Q99104	Q8MYQ0
P84244	P08898	P02299	P68431	P61830
Q15041	Q9VES1
Q9Y3D7	Q9VF08	P42949
Q60613	O00254	Q9VML9	O62189
P48439	P34669	Q9H0U3	Q8SY53
Q00582	Q7K519	Q9NQL2	G5EGB3
P34576	P10041
Q9VSH3	Q9H3K2	Q9D2C7
P38879	Q86S66	Q13765	Q94518
P43248	Q03834
Q9I7S6	Q07343	P06776
P14120	Q9VJ19	P62888	Q9XWS4
Q8N726	Q64364
O16311	Q9VPU8	Q13601	P25586
O76892	Q08AT0	Q19185
Q12229	Q9VJ58	Q96CS3	O45628
P23638	Q09583	P25788	P40301
Q14790	P70677	Q7KHK9
P53147	P41779	O46339	Q9BYU1
Q96MU6	Q9VP57
Q93354	Q9NVV5	Q9VPN0
P36145	O96881	P29084	Q9D902
Q9VF72	Q6ZUS6	Q93635
P52917	Q9W414	G5EDB6	Q9BVQ7
Q9Y2W2	O76861
Q9XVN4	P09077
Q6PJ05	Q9V7D2
Q96FG2	Q09292
P27466	Q96II5
O75575	P47076
Q8WTY4	P41847	Q6FI81	P36152	Q9V3Y2
Q15717	Q99181	Q22037	Q9VQJ0	Q9CW46
Q92753	Q09528
Q5JT82	Q9VN56	P21192
P23647	Q62312	Q96PY6
Q24036	G5EET3
P19426	P92204
Q15286	P38987	Q9VZ23
P22777	Q9VFC1
P46824	Q21592	Q6P597	O88448
Q8NEM0	A1Z8Q7
P15920	Q9XZ10	P32563
P50914	P36105
P70460	Q8T4F7	Q7Z698	G5EG53
Q9C0B0	Q86B79	Q8BL48	Q18437
Q9CZL0	P38819
P11440	Q94877	G5ECP4	Q00535
P18206	P35220	Q64727	A5JYX3
Q27368	Q9U289	O75461	Q61501
P61857	P68369	Q9NY65	P02557	G5EF01
Q9VAX8	P46943
P29829	P38123	H2KZG7
K8F7T2	Q867Z4
Q13410	Q70KF4	Q86P21
Q9W0G1-2	P43378	O61789
Q8IYD8	Q6Q899	P40562	G5EDI8
Q14766	A1Z877
Q5MNZ9	Q9VIE1	Q8MQ22	P43601
O95164	Q9VXN1
O15244	Q9VDV5	G5EEI9
O75165	A1Z7S0
Q99257	Q9UBU9
P36149	Q9VSY8	O43617	P34605
Q9W5W6	O75663	P34274	Q12199
Q94239	P97473	O95793	Q9VLW8
Q6UXB8	Q9N5N4	Q9VFY2
Q9BUK6	Q03652
O16850	Q02361	O15353
Q05856	P91918	Q9BRA0	P40018
P13631	Q21372
A4VCL2	Q5MJS3
Q9VXY3	Q19749	P19262
Q4VAC9	Q8TER5	Q8MSF1	Q20833
Q92545	Q18264
A1ZAC2	Q9NAE4
P50535	Q68DK7	Q6PDM1
Q8IUQ0	Q9VJN4
Q9VM69	Q12499
P32302	Q7TMA4	Q9VFW5	O17239
Q9WV55	A8KA83	Q9W4N8	Q6Q595
Q5R3Y6	Q9W283
P04037	P10606	Q9VMB9	P90849
O77264	Q9Y2P8	Q08096
P09960	Q9W0E4	P37898
Q9UNA4	Q9VNX1	Q04049
P36086	Q8SZ46	P90781
P10253	Q20239	P38138
P40429	Q27389	P19253	P26784	Q9VNE9
O43521	O54918
A8MW92	Q9VUB5	P36124
Q13451	Q9Z2I2	P20081	Q9VYT2
Q9Z1F9	P22515	Q27481
Q9Y6X2	O54714	Q12216	Q94361
Q9VGC7	O15371	P30642
Q13111	Q9QWF0	Q9W3D1
Q93084	Q9VYT4	P38995
Q92731	O45905
A8KAD6	Q9VXT5
P35845	Q9H1P3	Q9VC05
Q96ND0	A1Z6G4
Q22866	Q59GR8	P09491-2
Q9W4X8	Q8I4F7
Q9VPZ5	P19835	Q21266
P48589	P25398	P80455
Q9U6M0	Q9BQ95	Q9QZH6	Q9N580
P00488	Q9VLU2
Q9NYQ6	P41593	Q9VYH9
Q9UHC7	Q9VP20	Q9N373
O00299	Q9Z1Q5	O45405
Q05636	Q96B26	Q95QG7
P97393	P34288	Q9VDG2
Q64373	Q07817	Q9NGX3
Q8BW74	Q10587	P39572	Q94126
P32121	Q9V393
P42773	Q9W2I0
Q499L9	Q8CFA1
P51530	Q9VGG9	P40694	P34243
Q9H845	H2KZG6
Q9BWQ8	Q11080	Q9VFM3
Q5STP9	O76828
Q9H2U2	P00817
E2QCS7	Q5W064	Q07950
O00471	Q9XTM1	Q18406	Q06245
P40968	Q59G26
Q9Z2A0	Q9GT24	Q99558	Q9V8V8
Q9TYN4	Q96GS4	Q8T8V3
Q9Y3B9	P91318
Q99594	Q19849	Q62296	Q8IR25
P12646	Q00612	P11412
Q92523	G5EG54	P80235
O14561	Q94519	P32463
P22102	P00967	P04161
Q9VHX4	Q23320	P25612
Q9VWC4	Q21367
Q8WWH5	P33322	O44081	O17919
P07093	A1Z6V5
O35459	P28817	Q7JR58	Q08426
Q8NCE2	Q9NDR1
O75382	Q9U489	Q7JUV6
H2KY90	O45030	Q8TAA9	Q91ZD4
Q9VCU5	Q9BT17	Q03151
A1Z705	O95427	Q07830
P14920	O01739
Q8BTY2	Q8IQD6	G5EGB9
Q6IPR3	P53177
Q86WJ1	O16102	P31380
Q9Y5K8	Q9NEF6	P32610
Q8N6V9	Q9W144
P91931	O02655	P0DMN7	P21182
Q9NS82	Q95T33
P31311	P34663	Q04787	P28356
Q8NBT0	Q7K501	P32330
Q2KHN1	Q60803
H2KYI1	Q0KI87	Q03137	Q8NFD2
Q14141	P40797	P32458
Q8NEB9	Q9JHG7	P22543
Q5JTZ9	O01541	P40825
P30273	P24161
O95568	Q9VQK8
P11798	P43565	Q00168	Q9UQM7
Q8IYB3	Q9VU43
Q9NXE8	G5EBT5	Q9VQF5	P53854
P52758	Q9V3W0	P40185	Q10121
Q96Q80	Q9VQ57	P38307	Q21997
Q9UHW9	Q9VJ75
Q9VIV2	Q5T8P6	Q10954
Q96JM2	Q9VK42
O95907	Q9W509	P53918	O17328
Q05468	Q9BQ70	Q9Y109
Q8WQG9	Q61083
Q9VEU2	Q12743
P23469	P35235	Q22070	P32383	Q9VXH3
P30711	Q9VSL2	Q9N4S0
Q66K89	Q7YZ91	Q93902
Q6PIW4	Q07844	Q20748
Q00539	Q8SXG7
Q9VWP7	Q96HQ0	G5EGQ2
Q06078	Q22006	O46087
Q78PY7	Q9BXT4	Q9W0S7
P21521	P48231
A1ZBB4	Q00839	Q8VEK3
P49028	Q96A72	P49029
P00403	P00410
P28574	P91664	G5EEH5
Q76NQ9	Q01432	P15274
B4F5R3	Q96ST2	Q06505
Q5T9C2	Q9VID5
P14621	Q9VHX3
Q27421	Q9H2D6	G5EE23
P58317	P25932
Q9H9A5	Q9V3G6
A1Z9A2	Q9NWV4	P25654
P34642	P49458	Q9VSC1
P29478	P09132	P49963
P01889	P04224
P16554	Q9XTY6
Q9XYQ2	A6NIH7	Q10658
P14923	Q18825
Q02748	P60842
P19263	O60244	Q03570
Q9NZ52	Q6P5E6	Q06336	Q9W329
Q13470	G5EBZ8	Q95UN8	Q01279
Q7KJ73	H0YB98	Q9Z2C6
Q95SF2	P20449
Q9U302	Q9VVE5	Q91VM5	P11940
O75419	O96989	Q08032
O46036	P53100
Q05192	P51450	Q10902	P10275
Q22592	Q02948	Q9VCE1	A8MW95	O88597
Q9UNS2	Q8SYG2	Q9N425
P28548	P43639	P67870	P08182
Q07352	G5EC86
Q9VW35	Q9GZU1	Q8T666
P40061	Q6R327	Q7YU91
Q9GZS1	Q01080
Q96KA5	Q9VQX6	Q22003
O00488	Q9W3Y0	Q08004
P08235	Q18299
O17286	Q8ST61	P13434
Q8CBY8	Q9UJW0	Q18194
Q92636	Q9VU68	P46680
O14948	H2KZZ2
P13395	Q08043
Q8MLV1	Q14739	P32462
P42765	G5EDP2	Q9VJ43
P07858	P25807
Q8IUD2	O44490
Q6NSI1	Q9W4N6	P38986
Q8CH18	Q8N163	A0A0S4XR43
P24043	Q7TMK6	F3Y5P4	Q9VZT7
Q8TEB7	Q8SX72
Q9VZ56	Q19553
Q9VSC6	O95707	Q9XVT1	P38336
P22141	P49721	Q9VJJ0
Q5TB80	Q9W474
Q8IMH2	Q9Y6H1	Q03667
Q9N5M2	Q9VTE5	Q9UHV9	P40005
Q9CQW5	Q20684
P39770	Q03172	Q9H5H4
A1Z7L8	Q16620
P62310	Q9U1W8	Q8IMX8	P57743
Q96J02	Q9VFG8
O75955	O61491
Q9U622	P0CE00	Q9GPA2
Q95QC4	P92208	Q91ZR4	P15790	O15111
P50548	P29775	A8WFJ9
O02115	P17917	P17918	P15873	P12004
O60563	Q961G6
Q7Z3L0	P40561	O45713	Q91VE6	P17133
Q05519	Q9VL71
Q13625	P40480	Q95ZS1	Q8SY34
Q15772	P11627	Q9W053	Q53U87
P14148	P40693
P30052	P30051	P18412
Q9NUB1	O16481	Q9VGC5	P39002
Q9V3R3	P47122	Q9H9Y4	Q9XW68
P46947	Q9BRD0	Q9VC60	P30640
P57073	P25042	P40657	Q21305
O43240	Q9VMX9
Q13442	Q9W4J4
Q9VCN1	Q07864	P21951
Q7JZ53	Q9NV31	P32899
O00483	Q8SYJ2
Q9UHD1	Q9VCC0	G5EEI8
A9UHW6	Q9VL73	Q8MQ52
Q05036	Q05931	P02825	Q96BE0
Q9VJZ7	Q14684	P35178
P33175	O16866	Q8MQ20
Q15628	Q3U0V2
A2ARV4	O00339	Q12019
Q6NUK4	Q7JRH2
Q96GY0	A1ZAP8
P04156	P04925
Q8WVN8	Q9VM35
Q99653	Q9VFQ4
Q9BUT1	Q9N5G3	Q9U1L2	P35731
Q9VL81	Q9NXW9	Q8MNT9
P04197	P22035
Q8IZU2	Q9W1G4
Q94920	P40478	Q60930	Q21752
P40327	O76371	Q9VTQ9	P62191
P14324	Q7KN61	P08524
P97458	Q04116	Q9N4L2	Q99697
Q9V466	Q19131	P57740	P52891
Q9UKK6	Q9V3H8	Q9U757
Q95T04	Q96I24	P06105
P47928	P41139
Q9VXV2	P40483
Q9H1I8	O76912
P23109	Q76NR0	P38150
Q9VP80	A5PKW4	P47102
Q969G9	Q8VE28	Q9VVV9
P32617	Q6PI98	Q9W3D4
Q9XUM8	Q9VGI6	Q9DBU5	Q9H6Y7
Q15800	Q20027	P38992
P46199	P05453
Q18246	P61028	Q9VPG7	P61586
P21217	Q9VLC1
Q12083	A1Z7C1
P0CG71	Q9VJ33	P48510	Q15843
P53597	P53598	O02642	Q94522
Q8N4J0	O62483	P53934
Q8NEM2	Q9Z179	Q9VIP0
Q09580	Q9VIE7	P49915	P38625
Q9Y3E2	Q3E793
Q0G819	O76932	P23595	P62714
P10826	H2KYJ8
Q9NES8	Q7KVM5	P33329	P16298
O43447	Q7K2I4	P52011	P25719
Q14353	Q03305
Q9WTI7	G5ECZ0	A1Z700	Q8WXR4	P36006
P16474	P29845	P17066
P39708	P49448	Q8IMY1
P12268	P50095
Q9W141	P56134	Q22021
P05622	Q00772	P16591	Q03563	Q9VNV0
Q9VWH4	Q93714	P28241
Q9VGB6	Q9NQ88	Q12326
Q92900	Q9VUH9	P30771
Q9Y2R0	Q9D2R6
H2L008	P23803	Q96PQ6
Q8TD86	Q9XVI9	P53141
O75509	O35305
O00139	Q80WE4	P91400	P46867
Q24JU4	Q9VN25	P34339	P38249
Q96SR6	Q9VUU3
Q62245	P04912	P84051
Q9P0L1	Q9V9N4
P13762	P14434
Q02410	Q5BI79	O08992
Q9VR59	O43314	Q06685
P23526	Q9VZX9
Q6IA69	P38795
Q8BIF2	Q06106	Q09511	Q94901
P32356	Q9W2M2	G5EG96
Q8SYP9	P82675	P33759
Q9Y4D1	Q8SY43	P40450	G5EFZ9
O43930	Q24326	G5ECJ6
Q00796	P39714	Q21702
Q22289	O60806
Q61187	Q9VVA7	O76258	Q99816
D9N122	Q8MMD2	Q9UBC2
Q9VBK7	Q04399
Q9Y5J7	Q9VYD7	Q9Y0V2	O74700
Q9NRM7	Q9NBK5
P55789	Q8SX43	Q12284
Q9Z1G4	Q9Y487	G5EGP4	P37296	Q9VE75
O60906	Q9VZS6	P40015
P51996	O18333	O95661	H2L0Q6
Q9Y4A5	O35904	Q5EAK6
Q7RTU3	Q9VJC1	O45320
Q8MSV6	Q92621	Q21436
O70230	O02273	Q96EG3	Q9VIY9
Q8IWT3	Q04638	Q20874
Q6P2E9	Q9VKK1	Q8ITV6
Q9VCA2	P32466
Q9P2N4	Q9W1Z6	G5EDW5
P50395	G5EBR1	P39958
P00325	P00330	Q9VQL6	Q9UAT1
Q99436	O17311
Q8N584	P47031
Q95PV6	Q2M1K9	P07247	Q80TS5
P02585	Q9TYS8
O96553	P13995	Q02046
O95602	P04052
Q8R081	Q8T0H5
Q20014	P12111	Q9VEP4
A8XMZ5	Q9BUP0	Q9VFE1
Q6PDS3	Q6SZW1	Q6IDD9	Q86DA5
Q9UQ13	Q9VZ81
Q04439	Q99323	P35580
Q7JR34	B1Q249
P38225	Q9VCC6
Q9VT88	Q9NRY6	G5EEQ3
Q969L4	Q9VTW6	P38203
O88942	O95644	Q9VYA6
O88907	Q9VTB8	Q04195
Q7KNS3	P39946
Q9Y383	Q7TNC4	Q9W3X8
Q9BVM4	Q9W0Y2
Q17886	Q99MD9	P49321	Q9I7K6
A2BH40	Q8NFD5	Q24573
O95278	Q9WUA5
P61027	O14966
O43826	Q9W2I6	O62376
A4D1P6	Q9VE12
Q96SB8	Q9VP12	Q12749
Q61029	P42166	O01971
Q16401	Q9VYG1
P33303	Q9XZE4
Q7JZW2	P62841	Q9XVP0	P53733
Q9HCX4	P19334
Q99186	P35602	O76928
Q8BL97	Q21155	P84103
P16383	Q9VI54
Q96T51	Q7K9H6	Q8BIJ7	Q19088
P05155	Q7YTY6
Q9UBZ4	P38207
Q17549	Q62108	Q9VIJ4	Q13368
Q9VDI3	P08590	P53014
Q8T051	Q6ZN11	Q19418
P42892	Q9I7I4
Q19937	P17482	Q9VDF0
P34443	P25160
Q9VBI3	P36108	O02208
Q9BYJ9	E9Q5K9	Q9VBZ5	Q06390
G5ECD7	P50086	Q8IQN4	Q9EP71	Q9HCD6
Q9VAA9	P51859	P51858	Q5TYK5
P00505	O01804	P23542
P25233	Q96M61	Q9I7L4
Q8N465	Q7K511	Q8I4K2	P32891
Q16518	Q91ZQ5	Q9U2E4
Q15642	Q19253	Q8SYR8	Q61053
Q02554	Q9VQK7	E9PPJ0	O16997
P42941	Q9VSY6	P78330	Q9U1W7
Q8IZE3	A1Z6G6	Q23215	P53009
P36019	Q91V41	Q92928
P15105	P32288	O02225
Q24354	Q02575	Q9D030
Q04545	G5EDU4	P10073	Q9U405
Q9NXR5	Q12013	Q9VFD5	O18152
Q9DBG9	Q9W0P4	Q09506
Q18533	P14652	P29555
P68254	P41932	P29310	P63104
Q96HR3	Q9CQI9	Q9W0P3
Q9UHB4	Q12181	Q9VSJ5	Q09590
Q9Y3B2	Q9VKJ4	P53859
P39959	O02050	Q8IRM5	Q32MK9
Q02206	Q8BJ14	O01368	O60885
Q9VG73	Q96KR1	O62349
Q9H4I2	Q8C0C0
G5EGK8	P32345	P23696	O00743
Q96F63	Q9VLP6
G5EFF8	P10599	Q9V429
P14743	O61613	O60551	Q95ZN7
P43577	Q9JK38	Q96EK6	Q17427
G5ECY0	Q8T5S9	Q811D0	Q9NZW5
O35887	Q18887	Q9VDY9
Q8C2G0	P00528	Q21307	P08581
P06703	P27005
P06245	P12370	P21137	P05132	P17612
Q6P1S2	O62198
Q95QI2	O95171	Q9VN49
Q9HB21	Q8C2K1
Q6NXT2	Q9V6Q2
Q9W0S6	Q9NRX2	P22353
P19438	P50284
Q9NEN6	A2A3R6	P62754	YBR181C
Q19739	P48559	P63011	O95755
P35573	Q9W2H8	Q06625
Q9VDT9	P09038	Q11184
Q9H0M0	V6CLA2	P40985	Q9Y0H4
Q96GD3	Q9VB52
Q9V4D6	Q99986	Q95Y99
Q8NCP5	Q7K4G8
Q60987	O43524
P38737	Q9V677	Q5VYK3	Q18983
Q19726	Q24210	P31750	P31749
P26686	Q13242
Q9Y241	Q9VGQ2
P47211	Q9VM96	O02043
Q9H2C0	Q9DBZ2	Q9N5P9	Q9VEN5
P20967	Q9VA02	O61199
Q961H1	P32794	P46460	O16368	P55072
Q8ND30	Q9VM93	Q21049
Q6NVF9	Q9VSH4	Q8N684	Q18937
Q9VL91	Q6P2D0	Q7TSH3
Q02395	O43189	Q24459
P41810	O00203	Q9TYL9	Q9JIF7	P45437
Q9VW59	Q99819	Q99PT1	Q12434
Q9W445	P41214	Q04600
Q8IWP3	P91487	Q04683
Q14190	Q61026
P53016	P40348	P53034
Q6ZMZ0	Q9WUB0
Q9U2S6	P47103
Q22705	Q96BK5	A1ZBW6	P53335
Q19503	P55347
P48378	Q9VI23
P12982	O02658	Q9BPW0
Q9NDC9	O94967
P13797	Q61233	O61604
Q9VXE5	P29295	O14965
Q02218	Q9VVC5
Q9VMD2	Q12893	Q12239
P53549	Q13608
Q60I23	Q9VLH8	Q20201
P25364	O88470	Q10924	Q12778
P08570	P10622	P05386	P91913
P28466	P56705	P04426
Q8I4N3	Q9BTX1	Q9VCG4
Q19706	Q04067
A1Z7J7	G5EFY6	O94979	P38968
Q8WQA8	P55828	P60866	P38701
Q96MM3	Q9U235	P08970
P14550	Q8IQF8	Q07551
Q9DC33	Q24537-3	P33417	Q09390
O15442	Q21268
Q91YE5	Q5BI37	Q9NRL2
Q9N4A7	Q04491	P55735	Q9V3J4
P22981	Q9V3C2	P63001
O60941	O70585	Q9GT70
Q96CG3	Q793I8
Q9NAF9	P54353	Q9Y237	P22696	Q9QUR7
Q15185	Q9VH95
Q7KHK4	Q9Z0Z7	P47043	O15156	A9D4E4
Q9UMX1	Q9Z0P7	Q27279
P39078	Q9VHL2	P47208	P50991
G5E829	P05030	G5EEK8	P22700
Q7Z5L7	Q9V780
P46577	Q9HCN4	Q9VU67	Q08726
Q5VIR6	Q9VQY8	P47061
O75962	P32866
Q93459	P40558	Q8TB37
Q8WXB1	P53970
Q92956	P47741
P24482	P56282	Q9VRQ7
P47057	Q9VQQ6	Q9D8U8	D9PTP5	Q9UNH7
Q9UHI8	Q8SXB0
P17809	Q9XXR3	P43581
P53969	Q9Y512	Q9V784
Q9H3U5	Q9VR34
P60602	Q9VUM2	Q02889
Q6PD62	Q62018	P89105
Q7KUA8	Q09228
P32944	Q10664	Q24324	P36507
P38789	O44991
Q12988	Q9VWG1	Q20363
P25332	O77425	P55263	Q93934
Q6KCD5	Q04002	Q6KC79	Q7PLI2	Q95XZ5
P34567	Q9VNP8	Q6P1K8	Q04673
Q9VEC1	Q9NVC6	Q9NAL4
Q9V4P1	Q9NQW6	Q9XWN6
Q9H211	Q8R4E9	Q7JVY2	Q86S68
Q99MP8	Q95QN6	P38748
Q8IYK4	Q9VTH0
Q9P218	O88207	P08120	P12114
Q9NLC2	P10035	O43186
Q9UPM6	P28167	V6CLN5
Q86TU7	Q9W3U1	Q9BL48
O75400	Q9VQK5	P33203
Q9Y282	P39727	Q9VUM3
P57059	Q9VZA8	Q9TYX4
Q8TBZ5	Q95RQ8
G5EEW7	Q9NWB1	Q9VM49
P52654	P32773	P52655	O44625
Q03963	P43637	P24723	Q7KKI9
Q96G25	A1ZBT5	Q9D7W5	Q9U1W2
Q15120	P53170	P91622	Q02332	Q9JK42
O09159	Q9Y2E5	Q9VLI2
Q9VFW7	P55786	P32454
Q8N129	Q9VVW7
O75830	Q9VL44
Q5U127	Q8IU60	P53550
P90901	P12035	P14733
Q9XTN2	P35568	P35569
Q9WVA3	Q9VAJ2	P26449	Q9XWH0
Q8N2H4	Q9VHP1
Q9CPR7	Q9BRV8	Q9VM65
Q86W74	Q9VT59
Q8WVK2	Q9W1I6
P06702	P08207
Q9W4F5	P26045	P40048
P35817	Q9W1S2	Q92793
Q06406	P62312	Q9W2P5
O00178	P62631	P02994	P53013	P05303
Q5U176	P82987	Q9UB28
Q9BQC3	Q09454	Q9VFE9	P32461
P39976	G5EE46
O97418	O95182	O02267
Q9VBU7	P43487	P41920
Q8IGP6	P39083	Q7Z4I7
Q86YV0	Q8T498	Q8MLZ5
Q8N6X9	Q8R2M7	Q9V9Q2
P61758	Q8T965
Q17569	Q9VXF9	Q8WTU0	P40087
O70468	Q14896	A1Z7J1
Q9BUI4	P32349
Q16543	Q24276	O02108
O46102	G5EFR3
P30838	Q7KW39	P38067
Q9Y3C4	Q03705
Q9VJZ5	Q04372
Q92562	P32368
P01023	Q9VLY7
O00214	Q9VWB0	Q8I4A4
Q9NQV6	Q19A41	Q8SYQ6
Q93353	P28834	Q8MT18
Q9VVA9	P40507
O14828	Q9VXV6
P16110	Q6DKI2	Q9VPI6	G5EBV4
Q05144	P19073	P60953	O17915	P40792
P32602	Q9H115	Q23983
Q9N6D8	P04637	P02340
Q27594	O17624
Q9WVS6	P15357
P49643	P33610	Q9VPH2	P20457
Q969Q6	O02217
Q19989	Q08379	Q921M4
Q96BA2	Q60629	Q59DZ7	Q22243
