Q9D1H6	Q9P032
P16070	A2APM2	O70509
Q91VW3	B2RZ27	Q9H299
P61968	G3V877	A0A0R4J0I7
D4A227	Q96AD5
Q0VB07	Q96LB9
Q96S37	D3ZCM6	Q9Z0E8
O70301	A1L3Q1	Q5T4W7
Q14DQ1	A0A0G2JWV6	Q5XKK7
Q6NX68	P27546	A0A0U1RRQ0
Q8K298	Q9NQW6
Q9JHG7	D4A5Q1
E9PSX7	Q8BLH7	Q9BW71
Q6PCQ0	D4ADQ3	Q6IPM2
Q9UBB6	O35095	Q9Z0E0
E9QKE5	Q96PL5
Q8C3F2	A0A1W2Q678	Q9NX05
D3ZKR9	E9PUA2	Q9H6E5
F1M3N3	Q3UY96	Q9C0B2
Q5T5J6	D3ZHR0	Q9DBQ9
Q4KLI2	E0CZ56	Q8TBZ6
Q61879	Q05096	P35580
P56704	Q4G052	P22724
O35433	Q8NER1	Q91WD2
A0A0S2Z515	Q71SA3	P35441
Q9D9A7	M0R7Z4	E9PB15
D4AAL6	Q9Z1X0	Q9Y4X3
F1LTB9	Q9DC48
D3ZIV3	Q9WTX8	Q9Y6D9
D3ZHQ1	Q6NXK7
Q9QZN1	D3ZL45	Q9NXK8
Q01469	P51880	D3ZFG5
Q8R368	Q5VJS5	Q8WXU2
Q91YI0	Q4QRB8	P04424
O14514	A0A0G2JV24	Q8K1S3
Q9H2X9	Q63633	Q8VI23
Q64591	E9Q3D4
Q5XIA2	Q6NXN1	Q7Z422
Q8QZY3	Q6W0C5
E9PYT0	Q13017	F1LQ24
Q96QK1	G3V8A5	Q9EQH3
D3Z9L0	Q8CI15	Q53H12
Q9Y262	G3V7G9	Q8QZY1
Q9DA15	Q5PQR6	P0DJG4
Q9BRQ3	Q6P9U1	Q9DD16
P0C6B3	A0A0R4J0F4	Q6ISU1
P48443	O09018
Q15007	D3ZPY0	Q9ER69
F1M8H8	E9QM92	Q6GPI1
D4A2C1	Q6NXZ1	A5PL33
Q04828	F1LML3	P70694
Q80YR7	Q9HAW4
E9Q4X2	Q9NYU1
Q8BZP8	A0A0H2UHN0	P29371
Q9D9S1	Q6AYH8	Q9BZE7
A0A0A0MQ90	D3ZTB5	Q99584
Q9JJW0	Q9Y6I8
Q7TMQ7	B2RYI0	A4D1P6
D3ZBB3	Q9JJG6
Q9Y4H2	B1WBQ1	Q9Z0Y7
Q9H4F8	F1LM84	A0A0R4J1E4
Q8CFI7	G3V8Y5	Q9H9Y6
D6RGA0	A0A0G2K3B0	P42679
A0A140TAD0	Q8R1R4	Q6ZMJ4
Q9Z248	D3ZED3	Q6ZN18
Q9UNT1	Q8K586	Q61820
Q8NBP0	Q68FG8
Q8CIV2	F1LPC5	Q4ZIN3
M0R7I5	Q571E4	P51688
Q9D1J1	Q8NC96
Q2NLD4	P42669	A0A0G2JUX5
C0HKD8	P55081
B1AY26	Q6ZTR5
Z4YNI2	E9Q1A8	Q9UN79
Q5DTJ9	F1M4Q3
P16402	D4A3K5	P43277
Q91Z53	Q13363
P11033	P00758	Q9UKQ9
B5DEQ1	Q9HBI5
O08705	P09131
Q14865	A0A0G2K0Q5	Q3U108
Q9NP61	Q62848	Q99K28
Q99JT6	Q5U2T1	Q96CP7
A2ALU4	Q9UMS6	Q9Z327
Q9H8W3	D4A037	Q8C6C7
P41274	Q80WE6	P41273
Q9D3S9	Q6AYS3	P10619
Q6IAA8	Q6P791	Q9CQ22
Q3UPC7	Q8IV33
Q6XQN6	G3V709	Q8CC86
M0R462	Q8CJ76	P42568
Q922R8	Q15084	M0R402
G5E852	G3V6K6	O60674
Q9R0D8	Q9H977
Q8BGM4	Q8N6F8
Q9QXM1	Q8TF30
E9QMW4	Q9H0J4
Q9JK30	F1LSH3	Q9UBD5
F7FQD8	Q99MD8	Q9NPC7
A0A0R4J091	P25208
Q8NEV8	A0A0G2K5J9	Q0VAV2
D4A4V1	Q8R2L5	Q9Y3D5
P31749	Q9ERE3	M0R582
O14931	R9PXR3	Q99M11
Q8NCW5	B0BNM1	Q8K4Z3
Q9ULT8	F1LP64
Q91X72	P20059	P02790
Q6JBY9	A0A0G2K7I4	Q3UZA1
Q5S6T3	Q5RJG7
Q86YS7	A0A0G2K543	Q7TPS5
Q6PD62	G3V897	Q62018
A0A0H2UI37	Q7Z7H3
Q9BZE1	Q6AXT0	Q921S7
D3ZEY0	E9Q8Q6	Q6ZP82
Q8CGR5	Q9P0G3
Q9ULT6	Q5NCP0
Q8N3A8	F1M9T2	A0A1L1SQ23
A2A5I3	D3ZBM0	Q9H3Y0
B0BMT2	Q3TV65	Q8N594
A0A0G2K135	P05156	O35453
P13861	P09456	Q9DBC7
Q923D5	Q9Y2W2
Q99816	Q3U1V6
Q6P1N9	D3ZT26	B7ZNL9
M0RBA8	Q63961
Q8C1R0	D4A7Q7
F1M6E5	Q5SWP3	E9PAV3
F1LVG2	E9QP50	Q5BVD1
Q3UKC1	A0A0G2JUH9
Q8NI60	E9PUK2
P98196	G5E829	P11507
D3ZWB2	Q05823	Q6PFX9
Q8K182	F7EPF5	P14222
Q15303	Q62799
B0K037	Q9D8P7	Q969F1
Q99952	Q63259	O55082
A0A0G2JSZ3	Q61477	P41271
Q6Q477	Q04656
Q63827	P16092	Q15850
P09668	P06797	D3ZHI6
Q91VC7	Q99MC0	Q96A00
Q9WVH9	Q6AXN2	Q53RD9
P11835	A0A0G2JVU1	P05107
B2GV49	Q8CDL9	Q9NVE4
P03951	P23578	F1M2C4
Q920J3	Q9D0I6	Q9H7D7
Q8N1A6	Q5M845	Q8BGN2
P30839	Q9JLJ2
Q3MIE9	P97355	P52788
A0A0G2QC59	Q3UHX9	Q5T280
A3KMH1	A0A0G2K3W1	Q8CC88
Q13370	Q61481	F1LQ35
P21994	Q00977	O95452
P10077	Q6P1L6
Q6PDG5	D4A510	Q8TAQ2
D4A355	Q8C0P0
P47866	G5E8Q8
D3ZEH6	Q8WV74
P07199	Q7TM95	F1LVC4
Q8VCW2	G3V7M3	Q9C075
D3ZC87	O54790	O75444
Q8C5R8	P60892	O60256
Q9UMX5	Q6IUR5	Q9CQ45
Q63638	H7BX05	Q5VST9
M0R947	Q8VI40	Q9UPQ4
M0RB26	Q3UFT3	Q9H706
G3V7D5	O35536	O43278
Q9D1C3	Q5U1Z8	Q96I23
Q5XIU4	Q61334	Q9UHQ4
P49810	P97887	D3Z0X1
D3ZVU2	Q69ZT1	Q9Y2M0
Q68FX1	Q924M7	P34949
Q8BHE4	F1M8M1	Q6UXF1
P48509	O35566	P40241
Q9JKZ2	Q92911	O70247
A0A0H2UHH0	Q9QXN5
Q91XP6	Q62165	Q14118
Q96I24	A0A0G2JVE8
Q96RU3	P97531	Q61053
F8VPV0	A0A0G2K548
P62324	Q63073	P62325
Q99P81	Q9EPG9
D3ZIA7	O88312	O95994
Q6IE08	Q6PDE7	P19440
A0PJX4	B5DF81	Q3UPR0
A0A0R4J032	A0A0G2K7X7
P10092	G3V7G7	Q3UW96
Q9JLJ3	Q9JHW9
Q5XIE2	Q99551
P39749	D3ZVS5	Q17RS7
A2A825	D3ZJQ5	Q9BU20
Q96RD6	P60572	Q8CEG0
Q9Y397	P59268	A0A0G2K605
P32927	G3V608	P26955
Q4KLH7	Q9H4I0	Q61550
O35103	O94769
Q2NL67	G3V9P8	G5E856
Q92783	A0A0G2JV04
Q9CQ86	Q9BRT3
Q5T9S5	D4A317	Q640L5
D3ZN47	Q9WU65
Q3B7C9	Q3U4B1	Q9BWW4
Q3U2J5	Q7Z624
Q9H8M2	O88665	A0A0G2JTM7
F1LZH7	Q6P1E8	Q5THR3
Q80Y14	O76003
P60710	O96019
O15120	Q6MG85	A0A0R4J263
Q8TBY0	Q91WT8	Q7TP47
Q9NVL1	D3Z8P8	Q3UZW7
F1LQI5	A2AN08	Q5T4S7
Q14680	O88866	F1LVR4
Q99J64	F1LRJ4	Q6ZSC3
Q9H898	O08781	Q9R0B7
Q9EQL5	Q3TMT3	P48230
P19883	Q62632	A0A286YDK1
Q9UMR5	P45479	O88531
Q60675	P06753
Q9ERZ3	P19327	Q9H3N8
Q9CYA0	Q6UXH1	Q4V7F2
O43364	B6RGM2	P17919
Q8VE43	Q9UJH8
P49770	Q64270
Q15041	Q7TMZ5	Q9JKW0
P00375	Q920D2	P00374
Q8BGX7	A2VD15	Q14159
Q4V8E1	Q8VHR5	Q86YP4
Q8VCB2	Q71SY5	Q5U2W6
Q9WUI0	Q9H2W2
P51813	P16277
P27605	Q99KF5	Q9NRG1
P08575	F1LXJ9	Q99M80
Q63569	Q3UMC0	Q5HY92
O08839	Q8BXH2
F1LSA1	E9QKM8
Q86VN1	B1H248	Q91XD6
Q3URE6	G3V6X5
Q5BJT2	Q9Z2M6	O95164
Q9D3A8	Q5SW96
O00160	E9QPE7	A0A0G2JY08
Q99612	Q63158	O89090
O76039	Q9Z2A6	Q9JKV2
Q5U4D9	Q6AY87	Q86W42
Q5I0C9	Q8R2N2	Q969X6
Q66H21	Q8C025	Q8WUD6
Q86SZ2	D3ZES2	Q9D289
Q7TNB2	O88346	P13805
Q86XD8	B1WC93	D3Z3C6
F1M0Z1	Q86VW2	Q3TNB8
Q4FZU3	Q5NCR9	Q9H0G5
P08235	P19091	F7FA48
Q9BY42	Q3T1J8	Q99K95
F8VUJ3	Q8C102
P70345	P49950	Q92843
Q9NV12	Q5M826	Q8BGY5
Q12837	P25425	G3V7L5
Q80VJ2	G3V8C6	Q9HD15
Q63722	Q09163	Q9NR61
D3ZKX1	Q9CR27	Q9Y3C0
Q9Z0N7	Q9Z351
Q8TC44	A0A0A0MY03	Q8VEJ4
Q149G0	D3Z8R8	Q2NKX9
M0RDG7	Q9Z2L7	Q8IUI8
D3YZ50	B1WC18	Q9NZ53
D4A731	Q6ZPS6	Q9UBS8
A2A8L5	Q5CZ99
Q8VEE0	A0A0G2JW38	Q96AT9
Q8C729	Q4V7D4	Q8IXS8
Q9QZK8	Q9QY48	O00115
Q7L0Q8	A0A0G2JW83	Q8VDU1
Q9NVI7	Q6GX84	Q925I1
Q8BKH7	Q9BPZ7
Q6P5G0	P21708
G3V9J5	Q9DAR2	Q9Y6J8
Q9DA16	Q6UXV1
Q92552	D4A3E8	Q8BK72
D4AAE9	Q9CQB5	Q9NZ45
A0A0R4J1W1	Q6ZVZ8	F7EPG5
Q7Z7H8	P0C2C4	Q3TBW2
O88509	F1LQE0
Q9D2U0	Q00888
Q9D0M5	Q78P75	Q96FJ2
Q9CQT9	Q5FVK9	Q9BUV8
E9PYI1	Q2M3W8
Q62383	Q7KZ85	D4A9B0
D3ZZP1	A0A0J9YV97	Q8NCC5
P62746	P62747	P62745
Q8VCI1	Q3KNS6
Q9D1L0	Q9Y6H1
Q07014	F8VQH0	Q08881
G3V9B1	Q6NXZ5	Q96KC2
Q9GZY6	G3V8Z1	Q9JHL0
Q8VEH5	F1M471	Q86UP8
Q9Y446	P30999
Q8IYM1	Q9D451	F1LN75
Q8K0S2	F1M6T7	Q6P6B1
G3V706	P57680	P57679
E9Q7L6	F1M4N5	O00409
O60293	A0A0G2K5R4	B2RT41
H3BL40	A5PLK6
Q8IWT3	Q9WVS6	D3ZJB8
P18827	G3V9B7
P78332	P70501	Q99KG3
D3ZNQ7	Q8R4K8	Q13219
Q8IYT3	A0A1B0GWU6	F6ST92
E9PLD3	D4AAM1	Q9D937
Q9Z270	Q8BH80	O95292
Q9NP56	O70628	Q76KC6
O55102	D3ZKU7	P78537
P25440	Q8K2F0	Q6AYL3
Q9Z0R7	Q68EF4
Q9CZP3	Q8N720
Q7L804	Q3B7T9
E9PTP3	Q64448	Q6PEY0
Q7Z602	Q7TQN5	Q7TQP0
P09084	P55771
D4A1T1	Q61575	Q6PJQ5
P97697	O55023
P51649	Q3T1L0	D3Z0B9
Q8CGW9	Q5HYR2
O60299	A2AHG0
Q06187	A0A0H2UHH7	P25911
P97430	P03973
Q9UJU5	M0R8R8	Q61080
Q8JZQ1	B4DDK6
Q3ULG3	Q8NEQ6
Q8CEK7	Q969F0
Q92698	E9QKL0
O70468	A0A0G2K5P5
P29377	P02634	P97816
Q12912	Q9WUX5
Q9QZJ6	P55001	D3ZJB1
Q9ULB5	G3V803	P39038
Q8N3C7	Q9Z0H8	F1LPD3
Q96FX8	B2GVC0	Q9JK95
Q13418	D4AE17	Q9ESL4
Q6P4S8	A4D212
P21941	F2Z468	Q5XI24
Q14995	P51450	F1LZZ3
Q80YD1	A0A0G2K9R3	Q8IYB8
Q4KLY4	Q06587	Q9CQJ4
Q9NSD7	P35351
P35427	Q6NVV1
P51432	Q01970	F1M324
E9PSU7	Q60837	P42701
P27797	D3ZFS2	P52194
A2VEC9	D4A7Z6	Q3TD35
Q8IVJ1	D3ZM22	Q8BJA2
A0A0G2K087	Q8C341	Q9UBS9
D3ZUM4	A0A0R4J0L1	P16278
Q9NVW2	D3ZRG6	Q9DBU5
Q9HA90	D3ZRE8	Q9JJF6
P62835	P62836	P62834
G3V8V3	Q9WUB3	P11217
Q6ZPT1	D3ZLT6	Q9P2J3
P33151	A0A0G2K2C1
B1H283	A2AVQ5
Q9BQ89	Q8VE94	Q5BJX5
A0A1B0GSS6	P52738
Q921K2	A0A096MJR6	Q9UGN5
O43298	F8WG35	Q8R0A2
P97571	Q9D805	O15484
Q04899	M0R7D0
P03903	P03901
Q3U717	Q9BWQ8
Q13950	Q64131	F1M9C5
Q8BGU2	P63182
Q9P1A6	B1WC75	A0A0R4J0G7
O43290	Q5XIW8	Q9Z315
Q99NF8	A0A0G2KAF6	Q9H2T7
Q62150	Q15287
Q92561	Q568Z9	Q8K0S0
Q9CPQ8	O75964
Q5I0M2	Q91X91	Q15274
A0A0G2K6Z8	D3Z3Y7	Q9H4M7
F1LM47	Q9Z2I8	Q9P2R7
Q91V36	Q9JIH7
Q69Z69	A0A096MJS9	Q5FWF5
D3ZQG5	E9PY16
Q93092	Q9EQS0	P37837
Q9H9S0	G3V8C7
Q8BQU6	Q03190	P17302
Q96T66	F7F588	Q99JR6
D4A6P3	Q8K2Q9	A0MZ66
P35712	Q9QXN1
P00762	Q5NV56	Q9CPN7
A0A0A6YYL6	Q6ZWZ7	A0A0G2KB77
Q9GZM5	Q6TUD4	Q3UDR8
Q3TT66	P01237	Q6PF11
Q5XI52	Q3ZK22	Q9HBM0
G3X975	B2GV57	Q9HA77
D4ABU3	Q8BHK6	Q9HBG7
P30115	P09210
Q7Z6Z7	A0A0G2JVW5	Q8CFI0
O14682	D3ZLV9
Q07325	Q8K4B1	P18340
P35969	D4ACA7	P22607
Q496F6	Q8K249	D0V9T4
Q61627	F1M7M9	Q14957
Q9Y2H0	P97839	Q6PFD5
D3ZFR9	Q5SS80
Q5VZB9	Q925A6	Q9QZ59
Q05738	O94993
Q9QWW1	Q9NSC5
D3ZDI7	Q6PD03	Q15172
G5E8C0	D4AA65	O43309
P41214	Q5PPG7	Q61211
P35573	D4AEH9	F8VPN4
D4A828	Q8TDX9
D3ZJ87	A2APS1	O15259
Q8C167	A0A0G2K1M8
Q6P4D5	D3ZNP4	Q9D5J5
Q9JHT5	G3V9S2
Q8BRM8	Q9ULW5
Q3TPT0	F1LX86	Q99504
P56700	E9QMJ8
Q9BYR7	D3ZZR8	A2A591
Q9CWN7	B0BNA9	Q9UKZ1
P50428	Q32KJ6	P15848
Q8R4Y8	D3ZS92	Q86VV8
Q8K007	P34059
P11985	Q8WW35
Q8TAL5	E9PT13	Q8BHW4
Q96KN2	Q66HG3	A0A0R4J0V0
Q920I0	P04095
P01229	E9Q4F3	P04652
Q658P3	E9QN92
Q8K2M3	F1LTK4	Q9UH36
Q8N4G2	B2RZ70	S4R1T9
Q9BW92	Q8BLY2	M0R6J0
D3ZT16	Q14BB9
Q9CYC6	Q8IU60
O43200	Q5ECL0
Q9Y5K6	Q3UTJ2
P11766	Q9QYY9	G3V7J9
Q5TC63	F1LQU9	Q69ZT9
D3ZPL7	Q7Z5N4	E9QPR7
P45481	Q6JHU9
Q9H267	A0A0G2K5N1	Q9D2N9
F1LRY1	Q86UC2
Q8IYR2	D4AEC7	Q8BTK5
A0A0G2JSM4	Q9NYM9
P13745	P08263
Q6AY58	Q61335	P51572
Q6NXJ0	A4V8B4
Q3V1V3	Q76MT4	Q9H501
Q8BIP0	Q15046
Q4KLM5	Q9QYL7	Q9ULW3
Q9EPJ3	Q80ZS3	Q9BYN8
Q5IRJ6	D3ZWW5	Q6PML9
P33587	P00751
O88638	Q9NZN4	B1AV20
A4D1S0	D4A3B8	G5E8L6
Q8R5J9	A0A0H2UHF6	O75915
Q8WXG6	A2AGQ4	D4A518
Q6ZMN7	M0R7K1
Q810M1	Q6V702
D3ZIE3	Q53G15	Q6P9R1
P39877	P51433	Q6GTW1
O60814	Q00729	P10854
D3ZW55	Q9D892	Q9BY32
Q9H7X7	Q5FVJ7	Q9DAI2
P97318	O75052	A1L1I3
Q9R0Q4	Q15014	Q6AYU1
E9Q1T6	Q7Z4F1
Q6NWW4	Q96SQ5
Q6DT37	D3YU89	D3Z837
Q5VUA4	F1M0H0	Q99PP2
O89032	B2RZ98
Q6GMN2	Q9DBJ3
P19338	B5DF80	Q9D4E6
Q8WZA2	F1M8L9	Q68EF8
P97382	O43448
O60488	Q924N5	Q99PU5
F1M3X5	G3X8W1	Q6ZUA9
Q6UX06	Q80TR1	D4A831
Q8CB87	F1LVA5	Q8IZ41
P60510	Q60676	P62716
P55157	D4A1W8	O08601
P01902	Q29983
Q8TAX5	A0A0G2KA99	O55112
Q8BLX7	F1LQ93	P08123
Q9ET38	Q9Z1L1	Q8N6F1
O60493	Q5U211	O70493
Q5XIK6	Q8C5G4	Q8IYS4
Q91YR9	Q5BK81	G3V3Y1
Q91XV6	Q9H0Q3
P62826	D3ZRM5	Q9D4I9
P56391	P14854
A0A0H2UHX2	O54887	Q9UJT2
Q9H6L5	B2GV94	Q6NS82
Q9CQ39	D4AA11	Q13503
Q8CFI2	B2RZ96	P49427
P21956	Q9QWJ9
P62892	P62891
Q9EPU4	E9PT66	Q10570
D4A020	A2ABV5	O60244
D4A465	Q9JHS3	Q9Y2Q5
Q3B8P4	Q9DAR7	Q96C86
Q5TC12	D3ZY50	H3BLL2
Q8N5H7	A0A0G2JYH7	Q9QZS8
Q8NFQ8	Q921T2
D3ZF12	Q6ZWQ7	P61009
Q5BJS0	O35286	Q8TE96
D4A189	Q0P523	Q96Q77
A0A0G2K4C8	A0A0R4IZZ6	Q8N3X1
L7N1W8	P31422	Q9NZH0
P98082	Q8CJH2	Q8K2A1
A0A096MJ32	Q9H2G4	Q9EQU5
Q5XFZ0	Q4V7D8	Q32NC0
F1LSV2	Q8VCK6	O14842
P35459	D3ZF96	Q14210
Q8K3V5	Q8K4Z2	Q8NAU1
Q91Z05	P01861
Q91VM1	Q5U2U2	P46108
Q13275	A0A0G2K0S6	O88632
Q8BG54	A0A0G2K962	Q9NUV7
Q5XI95	Q64437	P40394
G3V6C6	Q6W5C0	P19875
Q5M862	Q8C7V8	Q9H6E4
D3ZHH5	Q8CDI6	Q5M9N0
Q6P179	P97449	A0A0G2K2Y3
Q8BND4	A0A0G2K0J8	Q5HYN5
Q14524	E9Q7P2	F1LPK3
Q8R0W6	F1M1W4	Q9NV92
Q9NYH9	F1M805	Q8VCY6
Q92833	A0A0G2K897	Q80Y84
G3V6V3	Q9H3U7	O08710
Q921Z5	A0A0G2K2P3	O95379
Q6AYC6	P62484	Q8IZP0
Q7Z6V5	M0RA73	Q6P6J0
P0C2C1	Q9D7N6	Q8TCC3
Q6P7D5	Q9CQ20	Q9NPA3
D4A0E8	F6QQQ6	O14744
P56705	P04426	D3ZCR1
Q3SY00	A0A0G2JTE2	F7A1F0
Q62698	Q6PDL0	O43237
Q969P5	Q9D2Y6	G3V6Z4
B5DEY5	Q8VE80	Q96J01
Q8NAF0	B1WBW3	Q80VM4
Q8VE33	D4A5X7	Q8TB36
Q7Z4U5	F1LQ46	Q497N7
Q9Z0P4	Q8IXS6
Q60771	Q6IRG7	O75508
Q5XHZ2	Q9D495	Q8N0S2
F1LYK6	Q9D0C4
P20236	Q99928
Q5RK24	Q9D1G2	Q15126
P56380	P50583
P97580	O08540	P08118
Q8HWH4	P46379
A0A0N4SV23	D4A9Z6	P82673
Q5SSQ6	Q6MG63	Q9CY86
P58196	Q6QBQ4	Q9NRY6
Q9R1Z8	F6PUS4
Q91W53	Q6AYQ1	Q7Z5G4
Q8BNU3	Q8WUT4
D3ZWR3	Q9NWL6
Q9Y4E8	D3ZUR6	B1AY15
Q9HD45	P58021
Q6Q0C0	F1LMH8	Q9QXL2
Q14494	D4ACD2	D3Z224
Q5M8C7	Q8BVF2	Q9H2J4
P19228	F1LNW8	P47710
Q9BZL6	P11275	Q8CHG1
P61457	P61459	P61458
Q9NQT8	O88658	Q60575
O88493	P13942
Q8N2H9	D3YYQ7	B2RYE1
P08514	Q62470	F1LUU1
Q9Y6C2	P59900	F1LXD8
P45378	P09739	Z4YNB2
Q9BX40	B2GV58
P48764	G3V9T3	Q9WUJ5
Q3MHS2	Q8R1N0	Q96NB3
A0A0R4J0R4	D3ZVU9	Q9UHF3
P15144	Q9EQH2
O89020	Q68FY4	P02774
Q3V125	Q8TBZ0
Q9H1K6	G3V852	P26039
O88907	D4AE97
Q6AI12	B2RYI5	Q5SUE8
Q96NZ9	Q9ES75	Q80XD8
Q3UHB2	F1M8G8	Q5VVW2
D4AEB4	Q8K224	Q9H0A0
Q3MIX3	Q60936	D3ZRJ0
G3V711	Q9H013	O88839
D3ZQG2	F8VQM2	Q9Y258
P60905	P60904	Q9H3Z4
E9Q6E5	A0A0G2QC38	Q05519
P62952	P62950	P62951
P18506	B2RXA8	P47870
Q9JJW6	D3ZXH7	Q86V81
P11032	G3V9Q7	P20718
Q9Y672	Q3TAE8	E9PT91
Q5RKJ7	Q9JIW9	Q99578
Q6IV72	B2GV07	Q8BV42
P08729	Q6IFZ6	A0A0G2JST3
Q9EQX4	D3ZRD9	Q9BQI0
Q9NPJ4	Q66HE1	Q9CR73
F6Q5K7	Q99N84	Q9Y676
Q8IUU6	Q9QZR8
Q9QYC1	E9PSU6	Q96RV3
A0A0G2K2V5	Q8R3S6	Q9NV70
P29084	D3ZCP9	Q9D902
Q8N9Z9	A0A0G2K698	Q9D4C1
Q96GS4	Q66H43	Q9D6W8
B0BNA4	G3X9B2	Q9UKT4
P55082	Q6AYF7	D3Z5B4
Q3TPR7	Q9NVA4	Q4QQS1
P15304	Q9CTW2
Q5M818	Q99N93	Q9NX20
O60763	P41542	Q9Z1Z0
P18283	A0A0G2K278	A0A0R4J111
Q61831	P53778
D3YVH8	F1M7E8	Q0VDD7
Q9CR48	Q8N682
Q86WP2	Q6NZP2
Q7TSA6	B2GV25	Q2NL68
Q01815	Q15858
Q5VTY9	D4A9P9	Q8BMT9
M0R6B5	Q8BZI6	Q96NT3
Q5RJL0	Q5EBJ4	Q8TAM6
A2CFG5	Q8WUE5
Q63270	Q8VDC3
P56394	Q76MV3	Q14061
A0JLV3	P57053
Q6ZTW0	D4A463	Q99MS8
O95989	Q566C7	Q9JI46
Q86WV1	Q3UND0	Q4V7G1
A0A0G2KAW2	P47736	Q8C0T5
Q9ERB0	Q9JI56	O95721
Q9QYC6	Q61614	P30550
Q91VA3	D3ZYI0
D3YUG0	Q6SPF0
Q9UJT0	A0A0G2K6I6	Q8VCK3
Q3TR08	Q9H6D8	A0A096MKG0
Q496A3	A0A0G2K8X4	A2RRY8
Q9CWR0	Q8TER5
A0A1Y7VLI6	F1LSS7	Q9Y6Z7
Q8CEZ1	Q147U7
P56379	P56378
Q9QXV0	Q9UHG2
Q6AYI4	F7BTP0	Q9H9Q4
A2AV25	P55083
P51843	P97947	Q62227
Q61127	Q62722	Q15742
P09525	P97429	Q5XI77
O35885	P19360	Q99929
P70579	D3YUI0
Q924A2	Q8WY36
Q8TAG9	F1M0F4	Q3U9D6
Q9NQZ2	Q6AXX4	Q9JI13
Q2MJT0	A0A024R7N0
Q99JA5	Q6AY73	Q16553
G3V880	P46099
P97718	P35348	G3V8W0
Q9UP95	E9PTX9	E9QM38
P59046	Q80SY9	D4ADT7
P41516	P11388
Q8K4G2	Q9BXS0
Q9JIQ3	Q5RK17	Q9NR28
Q86YW9	A2AGH6
Q3TCX3	F1LM38	Q7Z7F0
Q9DBB5	B5DF58	Q8N5X7
Q9D9W0	B0BMZ4	Q9H0A9
Q922A2	A6NMY6
Q5T089	Q641X6	A2RTS7
Q5T0N5	Q2HWF0	E9PUI5
Q8TD20	Q8BFW9	Q68FZ1
P50579	Q6AYD3
Q96EB6	C6ZII9	Q8R104
Q8BW00	F1M8A9	Q86Y79
Q8R5H8	Q9NVQ4
O35775	Q8VCK7
Q8IUR6	D4A811	Q8CDG5
Q9Z0N2	P49411
G3V9R9	P02768	P21614
O70137	D3ZQZ0	O43812
Q14568	Q9CQN1
Q96IS3	Q61412	D3ZLM8
Q9D1R2	Q96EK9
G3V6H3	Q15466	Q61066
P27814	Q07444
Q6W3E9	Q60715	Q9NXG6
Q921M4	A0A0G2K977	Q08AF8
A0A1W2Q644	Q14B25	Q7RTY5
Q9Y5J9	P62078	Q9WVA2
A0A0G2JUE3	A2AVA0	O75093
P08473	D4AD32
O15431	Q9JK41	Q8K211
F1M392	E9PYF4
Q7Z5P4	G3V978	Q3U0B3
J9JI28	Q502W6
Q8BSL0	Q9H4T2	D3ZBN5
D4A3N7	Q6P6I6	P0CAP2
P68134	P68133	Q5M7U6
Q96PN7	D4ACA6	E9Q2I4
P97292	A0A0G2JSP7
Q9HAW9	D4A147	Q8JZZ0
A0A0G2K864	P55273	P51480
Q86UW7	F1LWT1	Q8BYR5
Q91ZX7	D3ZE75	O75096
Q8BRB7	E9PIW9
Q15811	Q9Z0R4	D3ZJR1
O08583	Q9P2K5	Q62826
Q9D2H9	Q6AYH9	Q8NEP3
Q9BV94	A0A0G2JW29	P45700
Q8K400	Q5T5C0	G3V6I1
A1L349	Q9NRJ5
Q9H159	Q5NUI3	E9Q3A7
Q9UDW1	A0A0G2K8Q8	Q8R1I1
Q5U1W6	Q9DCZ4	Q9BUR5
P01851	P01850
Q9BVN2	M0RCV5	A0A0G2JEA5
Q9UMY1	D3ZAQ6	Q9D7Z3
F1LQ83	Q9JJR8	Q9NQ34
Q6NXH2	Q5SRI9
O55004	Q8C7E4	P34096
Q9D8K8	Q8TBP6
G3V627	P03991	P30511
P04628	P17553	D4A9D7
Q17RG1	F1LYX1	Q562E2
A3KN90	A0A0G2JSI8
Q8VHJ5	D4A6T9	Q9NRH2
P14384	F1LPC6	O89001
A2A5X5	Q9BQ66
Q8VDP2	D4A067	Q9H5V9
P35279	Q6GQP4	Q9UL25
Q3V3N7	D4A4U2	Q8NFJ9
D3ZS02	Q9JIY2	Q8N7E2
P51948	Q8CIR5	P51949
D3ZDV9	Q9R0A5
Q9BXP5	M0R7E6	Q99MR6
D3ZA32	Q9EST1	Q8TAX9
Q8IZQ5	A0A0G2K8K5	Q3UQA7
P97822	P49911	O43423
Q9Z0V7	O60830
Q9EPH8	P09405	Q9H361
Q15072	F1MAP1	Q8BQN6
M0R781	Q8R146	Q86TI2
Q9QXK2	A0JPN0	Q9NS91
Q9QZ81	Q8R3Q7	Q7Z3Z3
B1H249	Q9JK38	Q96EK6
Q9CQJ1	Q9BW72
D3ZB78	Q80TL4
Q3UHA3	D3Z9Z3	Q96JI7
D4A3U1	Q8K013
D3ZAA3	Q14766	Q61554
Q9Y512	Q6AXV4	Q8BGH2
Q8IZD4	D4AE80	Q91YD3
Q8NA61	Q6AXV6	Q32MG2
P40237	Q6P9V1	O75954
Q674R7	D4ABD5	Q6EBV9
F1M0M0	Q9CWL2	Q86V15
Q9EQP5	Q5FW85	P07585
