Q8BRM8	Q9ULW5
Q8NFU7	F1LUQ3	Q3URK3
P69736	Q9JMG1	O60869
Q63151	Q9CZW4	O95573
D3Z9D0	Q68FD9	Q9HCM3
P46656	G3V7L0	P10109
P0C0S6	M0R6X5	P0C0S5
A0A1Y7VKG6	A5D8T8
Q05923	Q5M863	Q05922
G5E8G3	A0A0G2K657	Q14982
E9Q8I9	E9PTY6	Q5TBA9
B4E1J8	P84082
Q03173	Q5XHX3	Q8N8S7
O88878	B5DF11	O76080
Q96HY6	D3ZAS9	Q80WW9
Q923D5	Q9Y2W2
Q66HE3	O54929	Q9NYS7
Q8C2R7	Q9H3S5
D3ZS15	P62897
P15408	A0A0G2JZA4	P47930
Q99M28	P84103	Q0ZFS8
Q3KP22	Q6AYM7	Q9D992
Q9Y6V7	E9PTF0	Q4FZF3
Q96GQ5	G3V8P5	A0A0R4J0B5
Q9R1P4	P18420	P25786
Q9JM55	Q5U4F2	Q14106
O08633	D4A006	Q8IUC2
Q99666	G3V662	E9Q3G8
P08908	G3V7B9	Q01337
I7LRF5	Q8CID3	Q96MK3
Q9JIM4	Q8K4T5	Q9UNI6
Q62764	Q9JKB3	P16989
A0A0G2K3H5	Q60520	Q96ST3
Q8R2X8	Q6AYB8	Q9H2G9
Q3UH63	D4A643	Q5VUG0
P48428	O75347
Q8NFM7	D3ZGQ0	Q8JZL1
Q96GY0	B5DF95	Q8BJH1
O88735	P05496
B0BNE6	Q8K3J1	O00217
E9QMP6	O08679	Q7KZI7
Q7TN08	D3ZSK6	Q5SW24
A0A0G2JDG8	Q8N201
Q66HF7	O55176	Q8NG27
E9Q5M6	D3ZXR2	Q96MT7
F7F350	Q9D5V6	Q96A49
D4A3T3	P83917	P83916
Q80WC9	D4A5F5	Q4L235
A0A0G2JYT1	Q99MI1	P0CAP1
Q9NWJ6	D4ADX8	F2Z3U3
O75900	O88272	O88676
A0A0S2Z604	Q3T1G7	A0A0R4J0Q9
O43316	O88436	P32115
A2AM05	A2RUR9
E9PTG1	O35846	P51531
Q9BUK0	D4AC73	Q8K2Q5
P18615	Q6MG75	P19426
Q3MHT4	Q8R3F9	Q9UND3
Q5XI65	Q3USS3	Q96MC2
Q9EQG3	A0A0G2K292	O95171
M0R4H5	P70271	P50479
Q8C2S7	Q9P244	P0C7J6
Q0VG15	Q8R5L9	P11487
P20293	O15178
Q8N428	Q8C7U7	F1LQN1
P46091	M0RCK7	Q8K087
A0A0R4J2E8	Q9Z118	Q9CSH0
P13591	P13596	A0A0A6YY91
F1LPU1	O08675	O00254
Q9ULA0	Q4V8H5	Q9Z2W0
Q8IZF6	A0A0G2JXP6	B7ZCC9
P38532	F1MAF1	Q00613
A0A0R4J1K3	D4ABL9	A5D8V7
P19945	Q8NHW5
G3V7M1	A0A0R4J0N8
Q8IX30	Q66PY1	F1LV96
P01837	Q8N355
F8VQB8	P14604	Q9Y6F7
Q11136	P12955
Q91YU6	F7FLS6	Q9BRK4
O14746	Q673L6	O70372
Q9NRY4	P81128	Q91YM2
Q9D122	Q9BYR5
F1LN91	Q5SSZ5	Q68CZ2
Q9D1M7	Q9NYL4
Q8CFN2	P60766	P60953
Q63HR2	M0R671	Q8CGB6
Q8IUG5	M0R6Z9	E9PV66
Q9EQX6	Q8CI19	Q9NRA1
B0K037	Q9D8P7	Q969F1
Q8CBY1	A0A0G2JUK8	Q9UPU9
A0A0R4J016	D4A0T1	O95620
D3ZW40	Q91XS1	Q96T51
P61019	F1LP82	P53994
P70460	A0A0G2K9C0	P50552
Q9UKF7	M0R970	Q8K4R4
G3V661	Q9Z277	Q9UIG0
D3ZLY5	Q5VU69
Q8K201	D3ZQ77	Q8NC54
Q9NXH8	D3ZG57	Q8BH02
Q13790	Q5M889	A0A0R4J0M4
Q5JTZ9	A0A0H2UHV7	Q14CH7
Q6AXT3	Q9D416	Q5H913
O89046	Q9WUM3	Q9BR76
Q99KC3	Q96CB9
P51811	Q3B7L3	Q9QXY7
F1LPE5	Q99PF4	Q9NYQ7
O76093	M0R6D5	O89101
A0A0H2UHB3	Q64444	P22748
P18242	P07339
O00401	F1LSG0
Q3TVP5	F1LN65	Q9NUU6
Q9Y2Q3	P24473	Q9DCM2
Q9D084	Q8N2Z9
P10168	F7FJK6	P13232
O00233	G3V9P0	Q9CR00
P52566	Q5M860	Q61599
Q61704	Q63416	O00534
P0DMV8	Q9CZJ2	D3ZVM5
Q7RTN6	Q7TNZ6	Q3UUJ4
A0A0G2JZ87	Q3USH5	Q12872
Q9QXV0	Q9UHG2
B1H288	A0A0R4J0S9	Q6TDU7
Q61010	M0RA58	Q86Y01
D3Z9F2	Q9CR92	Q2M329
P01286	P09916	P16043
Q969V6	A0A0G2JXC5	Q8K4J6
Q5FVL2	O70378	O43402
Q7TQD2	D3ZQL7	O94811
O14770	Q6MG87	O35984
Q9HC74	Q8CFG6	Q8K159
Q91X23	P02763
Q9CYZ8	F1M3J3	Q9BWG4
A0A0R4J2D4	B1WC06	Q86VX9
Q4G112	A0A0G2JX71	Q5ND04
P47746	P20272	P21554
Q9EQV8	Q9JJN5	P15169
O15498	Q5EGY4	Q9CQW1
E9PU21	P41139	P47928
Q5M7T5	P32261	P01008
B0BN58	Q9JI38
F1M0F6	Q08EC4	Q9NQ75
Q8BW15	Q5T1J5
Q92806	Q63511	P48543
Q4QQU5	Q8BR70	Q96EC8
P11033	Q9P0G3
Q5M9H2	P50544	P49748
D3ZUD3	Q6PEV3	Q8TF74
A0A0G2JTK0	O08747	O95185
F1MAI3	A0AUV1	Q93077
A0A087WPA0	Q9BQE6
D3ZQH3	Q2VLH6	Q86VB7
Q9NYN1	D3ZLK2	Q08AT1
Q9EQ51	Q7Z5H4
D3Z8W6	Q8BW86	A8MVX0
Q810L3	Q5PQJ8	Q96EP1
P62310	P62311	D4A7U6
Q9Z1T5	R9PXZ9	Q9HB58
F7FNS3	Q9D8K3	Q96Q80
D3ZYY0	Q5M8N4	Q9NRG7
D3ZQK5	A2A7S8	Q9P206
O75071	D3ZTM7	Q8BGQ6
Q6DG52	B5DER2	Q8WUH1
Q60925	P16443	Q10586
P52020	P52019	Q14534
Q8N5M1	D3ZTW7	H3BLF0
Q06455	A0A0G2K0G0	Q61909
Q3U8Y1	G3V6K8	B3KXG1
G3V7D0	O70138	P22894
O43614	P56719	P58308
P23711	O70252	P30519
Q9CZ69	Q7TNZ9	Q9NX76
Q8C6G0	G3V761	P40305
D3ZJM7	Q7TT79	Q8NEM0
Q9BQK8	Q5EBA5	Q99PI4
D3ZYB1	Q8C084	Q96L94
D4A4R9	Q91YL7
M0RDP0	Q149I8
Q8VCX1	A0A0G2KAV5	P51857
P62996	P62997	P62995
P50406	Q9R1C8	P31388
D3ZPJ0	Q8C3Q5
Q9WVQ0	F1M8J2	Q8TBY8
P14439	P10321
P45880	P81155	Q60930
Q8R0W1	D4A489	Q9C0C6
A0A0X1KG62	D4ACV0	Q8WX92
Q96MX6	B1WC85	Q8BGF3
E9QKZ2	F1LQP9	Q92973
P36955	Q80ZA3	P97298
Q9NZ20	D3ZGN6	Q8BZT7
Q3TUQ5	D3ZAY8	Q9H307
Q6PJ21	D3ZTX1	Q571F5
Q80YV2	A0A140UHX2	Q86WB0
Q56VL3	D4A4Q4	Q9D8W7
P58549	P59649	P59648
P40226	P40225
Q9UJW0	Q9QUR2	Q8CBY8
Q64568	Q6PG79	P98196
Q00535	Q03114	P49615
Q9D2U9	P57053
E9PYI1	A0A0A6YYG8
Q99M02	Q5I0I2	Q9P0N8
F1LR51	Q6NZR2	Q6P1R3
Q9Z0M5	Q6IMY6	P38571
Q8VGC6	Q8NH73
Q6MG77	G3UZ39	O77932
F1MA23	Q3U1N2	Q12772
P24090	O08677
F1M785	E9Q1M1	O15018
Q5I0C9	Q969X6
Q9CQY6	Q9BRT2
Q9H2G2	G3V7I8	O54988
A0A0G2K2C7	Q4FE56	Q7RTZ2
G3UYK7	H0YAA0
P45878	D3ZZR9	P26885
Q9NQZ2	Q6AXX4	Q9JI13
Q99LB6	Q5U2R0	Q9NZL9
O75820	D3ZRX1	Q8BKP2
Q5HZE6	Q9QYM5	P52198
Q8NE28	F6R0A3	Q80YS9
B5DEG7	Q8K327	Q96JM3
Q9Z2E2	E1B2J3
Q14151	M0R6E6	Q3UHX0
Q9DBS5	Q5PQM2	Q9NSK0
P26618	G3V6A0	O15479
Q8IY63	F1LZQ6	Q9D4H4
P55327	A0A0G2K865	Q62393
Q8R3N6	Q96FV9
Q99541	F6QBA3	P43883
O08603	Q9BZM6
Q9ES83	Q8NE79
B1AZF3	D4ABZ3
Q8R4T5	Q9JJA9	Q7Z6J2
P31361	A0A0G2K640
D3ZLN7	Q8BXC6	Q86X83
P33241	Q4QQV6	P19973
P81133	G3V6M2
D4AB25	Q8BQB4	Q86VR8
Q9Y5J5	Q5PQT7	Q9WV95
P68040	P63245	P63244
B2RYE1	Q8C669	Q96FA3
P29812	P40126
Q6IFX0	Q61414	O76011
Q9ES74	D3ZBE5	Q8TDX7
Q6UE05	D3ZKV0	Q6UJB9
A0A0G2JXH7	A0A0J9YUA8	Q71F56
Q3HS82	Q9D3J8	Q6UX39
Q8BVH9	Q6AXU8	Q8TCB7
Q9HBG6	A0A0G2JZL6	Q6NWV3
Q32MH5	A0A0G2JXE4	Q69ZK7
Q3U2V3	Q641Y7	Q6ZVK8
O55091	Q5GFD9	Q9P2X3
P51678	A0A0A0MXU9	P32246
Q9R0I6	Q60989	Q13075
O55232	O55241	O43612
O35459	Q62651	Q13011
Q67EV2	Q14952
Q8BM15	Q6UXA7
Q3TI99	Q9BYZ2
Q6P9Q3	D3ZG35	Q9HCK0
P34130	P34131	Q80VU4
Q8R0Y6	M0R8T2	O75891
Q3UHB2	A0A0G2JSL4	P49815
Q99LY9	O43920
Q3L7M0	A0A087X009
P18074	D3ZEG9	O08811
Q9Z129	Q6AYJ1	P46063
G3V775	P36363	P21781
Q8IZM6	Q6IFT4
D3YYZ1	D4A460	Q5T700
Q8BN21	A0A0G2JVP1	Q8N752
G3V9T1	Q8BZQ2	Q9H0B8
Q91YD4	Q8TD43	E9PTA2
Q6ZWV7	P42766
G3X9Z8	D3ZL84	Q3KP66
P57086	D4A6K0	Q2M4I6
A0A1W2Q6E1	Q7TS63	Q9P243
D3ZA76	Q9D236	P83110
E5RQ38	P56524	A0A1B0GT67
Q9WVR6	Q9QXW9	Q9UHI5
Q8VCA0	Q8N4F4
P56379	P56378
Q8CGV8	Q9H239
O15264	G3V618	Q9Z1B7
M0R685	Q3V129	Q96C45
O75074	O88204	E9Q1T6
Q9P2S2	Q63373	E9PUM9
Q5SSE9	D4A885	Q86UQ4
Q8BG51	A1L1L6	Q8IXI2
P21447	Q9BZC7
D3ZNT8	Q9EQQ3	Q9BZJ6
P43425	G3X9Q2
D3ZJW0	A0A0R4J0I0	P50548
Q9UPM8	P18484	Q80V94
B0BN81	Q91V55
D4A6E4	Q8C9X6	Q9H2F5
Q8VBW6	F1M7W7	Q13564
Q9QZD4	Q92889
P58659	D4A895	P58658
P49767	O35757	P97953
O75920	O88892
Q9D9M5	Q66HC4	Q8TCD6
Q14517	Q9QXA3
Q9HCH5	A0A0G2K2R4	Q99N50
Q8WUA7	D3Z994	Q8R5A6
Q9HBD1	P0C090	H9KVE7
Q16667	B2RZ50	Q810P3
O00559	Q5PQP2	Q9D0V7
Q9ESD6	Q6P742	Q04941
Q497L8	Q86VW1
Q9Y490	A0A1L1SQ51	O35763
O88736	A0A0H2UHB1	P56937
Q8IZ40	F1LXS5	Q8CFE3
Q86UE8	Q8VHF0	O55047
Q9UKA1	A0A0G2JTC9	Q8BID8
Q8BFW6	Q80Z26	O75355
P70694	P23457	P14550
Q149F3	A0A096MJE3	Q8IYD1
Q8N4P6	D3ZTZ6	Q9D3W5
B2RZ37	G3X8R0	Q00765
Q9R290	Q05816
Q4KLY0	Q3UPP8	Q96MT8
P20069	Q8CGB9
P0CG50	Q63429	P0CG48
Q9ESK4	B5DEF8	Q9H160
Q45QJ4	P51432	Q01970
Q5BJQ0	Q60936	Q8NI60
E9QB01	A0A0G2K0M8	Q96LC7
Q91X34	Q63276	Q14032
Q9H6S7	P27732	Q9R053
O60831	A0A0G2JTX2	Q9JIG8
Q8IYB8	A0A0G2K9R3	Q80YD1
Q498V3	Q6TYB5	Q9UHY8
Q96FB5	Q6AYG0	E0CYK3
F1LRC8	Q810L4	Q9GZU3
O15514	D4A259	Q9D7M8
G3V800	Q91V95	P49190
O35457	O00421
Q3TTJ4	Q96LL4
Q99J36	Q9NXG2
D4ACC8	P23683
D4A1U8	Q8BGF0
D4AE96	Q9EPL8	O95373
D3ZN31	Q6PD21	H0YLM1
D2KX21	A0A0R4J130	Q9HDD0
A2AEV7	D3ZAB5	Q96HB5
O55005	Q8WZ75	D3Z4M4
Q9UI42	D3ZHS5	Q6P8K8
P86792	Q8NHW4
Q9D1Q1	Q99547
O35424	P01892
Q9Y6J9	B5DF37	Q8R2K4
P30101	A0A0H2UHM5	P27773
P36896	P80202	Q61271
Q8BZ97	Q9NQW5
Q9D2A5	Q5UEM7	Q8TEY5
Q6P4I2	B0BN27	Q9CWR1
Q9Y2A9	D3ZX31	Q5JCS9
Q63285	P97343	Q8TAS1
O35904	O00329
Q99966	A0A0G2JVK0	P97769
Q04863	D4A8H1	Q01201
Q9NP94	D3ZIN1	G3X943
Q8BZ34	D4A704	Q96N77
A0A096MK48	P84102	P84101
B5DEJ2	Q80YR2	Q86V87
A0A0A0MXW4	Q9D2Y9	A1L3X0
Q8IWL1	P41317	P55068
P25311	Q3B8R6	Q64726
G3V641	Q8R216	Q9Y6E7
Q9JJ40	D3YZS9	Q5T2W1
Q9NRL3	P70483
P21583	P21581	P20826
E9QAG8	Q96N58
A0A0G2K2Z0	F8WJ93	Q9HC35
O95972	E9PTU9	Q9Z0L4
Q3UND0	Q920G0	O75563
P33242	P50569	Q13285
P30678	O75632
Q6AYI8	Q8BJT9	Q9BV94
Q14520	F1M8H8	E9Q092
D3YVG0	Q6RI88	Q7Z612
E9PTS7	Q9R1X4	Q9UNS1
P80315	Q7TPB1	P50991
Q8K2A7	A0A0G2K8E5	Q9NVR2
Q12999	Q5U1V9	Q9CQ88
O60337	F1M1F1	Q6ZQ89
Q8N4Q0	D4A264	Q8BGC4
Q8WYP3	Q6VYH9	D3ZRF7
Q6P4R8	A0A0G2K0N5	Q6PIJ4
D4A6R4	Q9CYS6
Q7TNJ0	Q9H295
P0C6T1	P0CG13
E9PUQ3	Q6ZUT1
B2RUS7	Q09429	Q09428
P55072	Q01853
P09036	Q6UWN8
D4ABX9	Q9CQW0	Q9BV81
Q6NZQ8	D4A6K8	Q8TCQ1
Q99PJ0	G3V964	Q9P121
P09602	P05114
Q8WTQ4	D3ZYH9	Q8BHX0
E9QPR5	F1LRK9	Q8TF05
Q80V85	M0R947	Q9BVG3
Q8R0F6	A0A0G2JSS1	Q9H0C8
Q91ZQ0	Q99KU0	Q96GC9
Q80XE1	Q80ZG0	Q9NVN3
F1M8F1	A2AMT1	Q12934
Q5M872	Q9H4A9
Q99KR8	Q6AYS4	Q9BTY2
Q5XID1	Q6FI81
Q9UGN5	G3V749	P11103
Q66X22	D3ZAD9	Q7RTR0
Q9JHB4	Q8NA23
Q8BPM2	D3ZHL6	Q9Y4K4
Q3TLH4	Q9Y520
Q6JQN1	F1LSP2	Q8K370
Q8BYF6	D3Z9E5	Q8N695
F1LMU7	P26048	P47869
F1LYL9	Q04887	P48436
A2APV2	A0A0G2K132	Q6ZN96
Q9JLV5	B5DF89	Q13618
Q8N3P4	D4A5F7	Q0P5W1
A0A0G2K0Q4	Q7Z6K1
G3V7Z7	Q9CXV0	Q96A47
P23336	P16442
Q9Y2G2	F1M649	Q3UP24
Q7Z601	F1LWD8	Q7TQN9
O35717	A0A0H2UHH1	O14508
Q9BSD3	Q6AY26	E9Q1D4
Q62414	Q15784
F1M8X1	Q9H3Q3
P41137	P41136	Q02363
Q9BY67	Q8R5M8	A0A0G2JUT1
Q9CRC0	Q9BQB6
Q99LM9	Q5BJQ7	Q96BN2
B4DU58	Q9JJ28	Q5RKI5
Q6PAI4	Q5T5B0
Q0GA42	D4A1C0	Q9NRU3
O95104	F1LSM7	Q6PFF0
D3ZDJ4	E9PYK0	Q9H1C4
Q8BMD5	Q5XIE7	Q9BWV3
A0A0G2JUJ1	Q9D0B1
Q66HR2	Q15555	Q8R001
D3ZIF1	Q8R3W7	Q8TD06
Q4KMM3	Q4V8B0	Q8N573
P56983	Q9Y6G1
D3ZT03	A2AT37	Q9HAU5
E9Q1Z0	Q86Y46	A0A0G2JVA8
M0RAD7	Q80VH0	Q8NDB2
Q12933	B5DFH7	P39429
Q8WYB8	P84060
G3V700	Q9JHR7
Q9NSI5	Q5VJ70	D3YXH1
Q96EV2	D3ZTA8	Q9CXK9
Q9H7P6	D4A732	Q6KAU4
A0A0G2K5H2	O76054
Q9EQN9	F1LNC9	O60779
P36423	P49430	P05093
D4A5F4	E9Q5L4	Q6ZU35
Q9Y623	Q6URW6
Q9D3W1	A0A0G2K0V7	Q9UHP6
Q8K0D7	Q6P6S5	O00258
B2RQL4	F1M8B2	Q8NCV1
P12660	D3ZXP8	Q8IVA1
B2RRL2	M0R5M5	Q9Y4A0
F1M3G7	P97433	Q12802
Q9CQT1	Q5HZE4	Q9BV20
Q8BML9	M0RDR7	Q96AW5
P35498	A0A0G2K914	G3X8T7
D3ZD59	Q3U034
Q5M836	Q99LE3	Q7Z3D4
Q687X5	Q4V8K1	Q923B6
Q14721	A0A0H2UI34	Q03717
Q9EQV9	Q9JHH6	Q96IY4
D3Z8D8	Q810C1	Q96PX8
Q61967	Q4V8A8	Q8TF47
Q7TQI3	B2RYG6	Q96FW1
Q5DTM8	D3ZYQ9	Q5VTR2
Q80X86	B0BNC7	Q5T9G4
Q9UMW8	Q6AYC7	Q9WTV6
P12882	Q91Z83
Q96DT5	E9PU24	E9Q7N9
Q96HC4	Q62920	Q8CI51
D3ZTZ0	Q0KK56	Q9ULE4
F1LMA4	O70293	P43250
Q6A0A2	D3ZF45	Q92615
D3ZRZ9	Q9CXE0	Q9NQX1
Q5VWX1	Q920F3	Q9WU01
Q5U2S3	Q3T9Z9	Q96AP4
Q09128	P10632	Q64441
Q13535	D3Z822	A0A1L1SSL9
P17787	A0A0G2K6W5	Q0VBK4
M0RB04	Q8R184	Q9BQ89
Q9Z2H2	A0A0G2JUG4	P49758
D3ZYT8	Q3UHH1	A7E2V4
A2AGL3	F1M7A1	Q15413
B2RYT2	Q6UL01	Q502X0
Q8TF09	D4A0A0	Q9DAJ5
Q96PB8	D4A9I7	Q8VCH9
Q69ZK6	F1LMK8	Q15652
A0A0G2K4U4	Q8R3Z5
Q4KMC4	Q9Z2Z9	O94808
Q8N9T8	A0A0G2K4X2	F6WIU1
Q9H1A3	D3ZZ04	Q9EPL4
P01026	P0C0L5
Q96AZ6	A0A0G2KA38
B1WBN0	Q8R189	Q8IY49
Q9D2U0	Q00888
Q8C2G0	G3V9D5
Q8C010	D4A0Y5	Q9BZJ8
Q566Q8	Q8VD62
Q8BPX9	Q924V4	Q8IY34
Q9CQ04	D3ZU70	Q6N063
Q924M5	Q8N9W6
Q96PK6	M0R9Q1	Q61954
Q6P9N1	D4AE31	Q9BYI3
Q91ZW1	P25976	Q00059
D3ZIK4	Q8CAA5	Q96GL9
G3V9F4	F7D4H5	O75167
O43615	G3V640	O35857
Q8R4D5	Q7Z2W7
Q9Z0R7	L7N1W8
Q9WVH4	D3ZBQ1	O43524
P61020	P61021	A1L1J8
Q6XZF7	A0A0R4J055
A0A0G2QC31	P54830	P54829
Q8N393	B2GV07	Q8BV42
Q8VDF2	A0A0G2JT07	Q96T88
B2RD01	A7YY82	Q60976
Q6PDH0	D3ZNS1	Q86UU1
D3ZQU7	O35930	P07359
Q5XIG7	Q8C725	Q14296
D3ZA78	A2APB8	Q9ULW0
Q8CG72	B0K017	Q9NX46
Q9HCC9	D3ZTZ1	Q6ZPK7
Q498S0	Q99LL3	Q9NRB3
Q69ZH9	F1M2D4	Q9P227
D3ZI07	Q61771	Q9BW19
Q16650	D4A6N8	Q64336
Q5PQS5	Q8VIH7	Q96J86
Q96MF7	Q4V8A0	Q91VT1
D4ABB2	Q8VHK5	Q15049
P17182	P04764	P06733
Q61220	Q561K2	Q99435
P56481	G3V8A8	P32239
P40879	Q924C9	Q9WVC8
D3ZLR4	Q68EF8
Q9WVA3	Q4FZS2	O43684
A1L4F5	Q9Z138
P04745	E9PSQ1	P00687
P83876	D3ZSW5	P83877
D3ZK26	A0A1Y7VLJ5	O60478
A0A0H2UHB0	Q923U0	O75674
D3ZCQ0	Q3U962	P05997
P21359	F1LM28	Q04690
P51642	G3V7M6	P26441
M0RCN5	Q61086	Q9NPG1
Q8N584	Q0VGK2	G3X8X1
O15265	D3ZKZ8	Q8R4I1
Q52KJ6	Q96PE1
P23435	Q9R171	P63182
Q9WUQ7	D3ZNX3	O95424
Q8BVF2	Q4KLJ8	Q9H2J4
Q13319	F1M491	O35926
Q63321	B4DGN8
B7ZNY0	Q5TB27
Q2TA63	Q9CQG6	Q9BVK8
P78348	Q925H0	A0A0G2JTM0
P11609	Q95HN7
Q05140	Q61548
A0A0G2K947	Q8R1L4	O43731
Q6P6G4	P15327	Q8N0Y7
D3ZKC5	Q8C4H2	Q8N6K7
B6RGM2	P49749
Q9NQX4	F1M111	E9Q1F5
Q9BV36	G3V8M0
Q8R5L1	A8K651
P30681	P63159
D4A3S1	Q9D417	O75426
Q8BIS8	B5DEZ3	Q96EE4
Q68FU5	Q9CQ90
Q643R3	D3ZR52	Q6NVG1
D3ZY31	Q9DB28	Q969H6
O75864	B2RYF1	Q8BKR5
Q8BX07	M0R5X1	O14595
D3YW39	D3ZTP6
Q7TNE1	Q9HAC7
Q9BT40	A0A0G2K5K7	Q8C5L6
Q6ZW31	D3ZZN9	G3X960
D3ZMN2	Q8CFE2	Q9NWY4
Q14999	B1WBY1	Q8VE73
Q9JL99	D3ZJD8	Q9P126
A7KAX9	F1MAK3	Q811P8
Q9CXU4	O14925
G3V9A0	D3Z5N8	Q9H7P9
Q9JJW0	Q9Y6I8
F1LZJ4	E9QLT0	Q5T013
Q8R2S8	Q8N6Q3
D3ZXJ5	Q8C0D5	Q7Z2Z2
Q8BG48	Q91XS8	O94768
O94782	Q569C3	Q8BJQ2
A2A7Q9	D4A995	Q6ZMZ0
Q96S19	Q497C3	Q9DCS2
Q96L21	D4A1P2	P86048
Q15208	Q63644
D4A030	Q811S7	Q9NZI7
Q9JHJ0	Q6AXW2	Q9NYL9
Q9CWS1	Q8IUD6
Q9WU11	Q9Y675
G3V6N3	Q9D6X5
O43896	F1M9C8	O35071
D3ZB58	Q8CGK5	Q8IU57
P53621	Q8CIE6	G3V6T1
Q8R527	Q9JJL4	P17081
E9Q173	Q6AXU1	Q32M84
Q8NEG7	D3ZAE3	Q9D9V7
Q9P1Y5	D3ZXQ2	Q80VC9
Q8VDB9	G3V6Q4	Q9NP91
Q86VF7	Q80XB4
Q15750	A0A0U1RRU5	Q8CF89
Q9ES52	F1M981	Q92835
Q5U2V1	Q61576	Q96AY3
P37840	P37377	O55042
O15409	P0CF24	P58463
Q91WQ5	O75529
P97764	P0C6T3	Q96G27
P15533	Q8IYM9
Q6P9Y7	Q8IYX0
O75688	P35815	P36993
Q07699	Q00954	P97952
Q96SU4	F1LRE5	A2A8Z1
Q05932	M0R401	P48760
Q9CQ54	Q5PQZ9	O95298
Q8BWJ3	F1M1C9	P46019
Q8VC10	Q8R430	Q9UJX0
F1LVD8	E9PUP1	Q5VT97
Q8K1X4	A0A0G2JUF9	P55160
Q13133	Q5I035	Q6GU14
Q9D1H6	Q9P032
D4A1K5	A0A024R5S0
P49135	Q4G005	P19447
D3ZBX9	Q8VDN4	Q96LY2
Q3V3I5	Q0P5P2
Q9BSK2	B2RZ89	Q3TZX3
Q7TP24	P47758
P55060	D3ZPR0	Q9ERK4
G5E8P0	D4A709	Q96RT7
P49366	Q6AY53	Q3TXU5
Q9BZF1	A0A0G2JXN8	B9EJ86
Q2MJT0	H3BNR1
Q9JJE4	Q568Z3	Q8N4S7
D4A9G5	Q71B07	Q6ZPD9
Q9D8V0	A0A0G2K1Z9	Q8TCT9
Q61699	Q66HA8	Q92598
P51652	G5E895
D3ZGN3	Q76LW6
Q9ES81	A0A096MJH9	Q9HBV1
Q9BXI2	D3ZMM0	Q99ML6
D4AAG0	Q9CR02	Q96EY4
Q91VY6	Q5I0L6	O60759
Q9JHS4	Q5U2U0	O76031
G5E905	Q9Y2A4
D3ZJT9	Q8BLB7	Q96JM7
Q9QZ88	B2RZ78	Q9UBQ0
Q9JI39	Q5FVL8	Q9NRK6
P56705	Q4G052	P28047
O08808	D3ZL83	O60610
Q8WXI7	D3ZM49	A0A140LJ72
P10758	P43137	P05451
Q8K3I6	D3ZPW3	Q8NEV9
Q12894	Q0ZFS6	Q9D8U0
P16951	Q00969	P15336
Q9NX31	Q703I1	Q9D722
Q01149	F1LQ93	P08123
P02523	Q9WVJ5	P53674
Q7TN37	A0A0H2UHX0
Q499V0	Q8BG94	Q86VX2
P21274	G3V8W4	P12643
P97364	Q99611
Q9UJ83	Q8CHM7	Q9QXE0
F1M6N0	G5E8Z3	Q5T750
F1LNY6	B9EJX5	Q6P1X5
Q769J6	D4A0T9	Q76LX8
P54923	Q02589	P54922
Q9Y5V3	Q63560	Q9QYH6
O70577	A0A0G2JSP9	O15244
Q14B02	Q8WVZ7
Q9BXJ0	Q5FVH0	Q8K479
P04350	B4F7C2	Q9D6F9
Q96KB5	P36506	Q9JJ78
A0A0G2JWQ0	E9QKD9	P32780
Q8R4U0	F1LZZ6	Q8WWQ8
P56696	Q9JK97	A0A0G2K666
P41214	Q5PPG7	Q61211
Q9D0L6	Q91XN4	Q13145
F1LWL5	Q6P6L6	P57678
G3V830	Q61727	Q13651
Q9UBT7	D4A739	O88327
P00884	A6ZI46
O43795	Q05096	P46735
F6Q5K7	Q99N84	Q9Y676
P47713	Q6IRF5	P0C869
Q3UTQ7	D3ZQ79	Q9NQV6
Q8BFX1	P38398	D3Z8N2
Q66K41	O08781	B9EI21
P07316	F1LP53	P04344
Q8NEY0	F8VQH0
Q5XI29	Q8BTV2	Q8N684
D3ZTW8	Q99N92	Q9P0M9
F1M0J7	Q80Y24	Q7Z3G6
Q9JJC8	Q8N8Q9	D3ZUV1
Q8IYL3	G3V981	Q80WR5
Q61751	O60765
A0A0G2K210	Q03142	Q8NI16
D4A2L9	Q6PB97	Q6PCT2
Q3TH47	P0CG47	A0A140TA92
Q9QYF1	Q6AXX5	Q8TC12
Q96PZ2	D4A8N0	Q9D2L9
Q62000	P20774
G3X9P9	Q9H4L4
P52788	Q3MIE9	Q8BSZ8
Q9QXW2	Q4KLI9	Q969U6
B0BN00	Q80YS5	Q9C0I9
Q12981	Q8VHI8	Q6QD59
D4AD33	Q9BTL3
A0A0R4J039	Q99PS8	P04196
Q62985	Q8BMC3	P98077
P20062	G3V6K1	O88968
A0A0G2JWU8	Q8K4T1
B2RYS4	Q569N2	Q7Z713
Q80VM8	D3ZA53	Q86V59
F7FM32	G3X8U3	Q5T6V5
Q8IWB7	A0A0G2K3L8	E9Q4P1
Q9Z133	Q99NB3
Q4TVN8	Q8C3K6
M0R8Z5	Q9ES34	Q7Z3V4
P32929	D4AAJ2	Q99NF2
M0R7Q8	E9Q2I3	Q96MI6
Q568Y5	Q9D1D1	A1L157
Q7TP63	Q9HCJ5
P02533	Q6IFV1	Q61781
C6KI89	Q6ZRH7
P01584	Q5BKB0	P10749
Q5SW46	Q9NRD9
Q99LC4	A0A075B6X2
A0SZW2	P27548	P29965
